Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
Prestige Volvo Cars Englewood;www.prestigevolvocarsenglewood.com/;Englewood;United States;Automotive, Autonomous Vehicles, Personal Finance;Financial Services, Transportation;Prestige Volvo Cars Englewood is an automotive company that offers express purchases, new inventory, and certified pre-owned cars.;Prestige Volvo Cars Englewood is an automotive company that offers express purchases, new inventory, and certified pre-owned cars.;False;False;False;False;Active;AV;;
Procar;www.procarsrl.net;Sant'arcangelo Di Romagna;Italy;Auto Insurance, Automotive, Autonomous Vehicles, Mechanical Design;Design, Financial Services, Hardware, Transportation;Procar is an automotive company that provides electric diagnosis, insurance, auto body works, mechanical repair, and maintenance services.;Procar is an automotive company that provides electric diagnosis, insurance, auto body works, mechanical repair, and maintenance services.;False;False;False;False;Active;AV;;
Produits Mobilicab Canada inc;mobilicab.com/;Acton Vale;Canada;Automotive, Autonomous Vehicles, Leasing, Rental, Wholesale;Commerce and Shopping, Financial Services, Transportation;Mobilicab is a company that distributes new and used Club Car golf carts to golf clubs, campgrounds and various other users.;Founded in 1989 in Acton Vale, Mobilicab, with its 30 some employees, distributes new and used Club Car golf carts to golf clubs, campgrounds, farmers and various other users. It has expanded its product line to include utility vehicles, as well as three- and four-wheel Heartway mobility scooters as the exclusive Canadian supplier for the brand. Mobilicab also offers lease and rental financing for its various products.;False;False;False;False;Active;AV;;
Prohire Software Systems;www.prohire.co.uk/;Sittingbourne;United Kingdom;Autonomous Vehicles, Recreational Vehicles, Rental, Software;Commerce and Shopping, Software, Transportation;Prohire Software Systems is a specialist in software solutions for the vehicle rental industry.;Prohire Software Systems is a specialist in software solutions for the vehicle rental industry.;False;False;False;False;Active;AV;;
PROLine Products;www.nhtrailers.com;Milton;United States;Autonomous Vehicles, Machinery Manufacturing, Manufacturing, Transportation;Manufacturing, Transportation;Pro Line Products is a manufacturer of aluminum trailers.;PROLine Products is a manufacturing company of aluminum trailers. Their products include motorcycles, snowmobiles, contractorsmotor, single axle, car haulers, cargo, single axle, tandem axle, ATV trailers, and open utility. They address inquiries through online applications and phone calls.;False;False;False;False;Active;AV;;
Proseat;proseat.eu;Mörfelden-walldorf;Germany;Automotive, Autonomous Vehicles, Electric Vehicle, Interior Design, Manufacturing;Design, Manufacturing, Real Estate, Transportation;Proseat continuously develop and manufacture innovative products for passenger cars and commercial vehicle interiors.;Proseat is independent manufacturer and supplier of polyurethane foam technologies and seating as well as interior components we ensure enhanced passenger comfort, functionality and safety.;False;False;False;False;Active;AV;;
ProSpeed;prospeed.co.uk;York;United Kingdom;Automotive, Autonomous Vehicles, Retail;Commerce and Shopping, Transportation;ProSpeed provides lighting and roof rack accessories for cars.;ProSpeed provides lighting and roof rack accessories for cars.;False;False;False;False;Active;AV;;
Protective Film Solutions;protectivefilmsolutions.com;Santa Ana;United States;Automotive, Autonomous Vehicles, Industrial Automation;Manufacturing, Science and Engineering, Transportation;Protective Film Solutions provides installation of clear bra paint protection film and vehicle wraps services.;Protective Film Solutions provides installation of clear bra paint protection film and vehicle wraps services.;False;False;False;False;Active;AV;;
Provizio;www.provizio.ai;Limerick;Ireland;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Sensor, Software;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation;Provizio is an accident prevention technology company that uses AI software and a five-dimensional sensory platform to prevent accidents.;Provizio develops an accident prevention platform that embeds safety-first thinking to radically transform vehicle safety. They perceive, predict, and prevent automotive accidents in real-time using proprietary long-range imaging sensors and AI on-the-edge. The company was founded in 2019 and is headquartered in Limerick, Ireland.;False;False;False;False;Active;AV;;
PRW Industries;www.prw-usa.com;Perris;United States;Automotive, Autonomous Vehicles, Manufacturing, Wholesale;Commerce and Shopping, Manufacturing, Transportation;PRW Industries is a manufacturer of aftermarket racing and performance internal engine parts, components, and accessories.;PRW Industries is a manufacturer of aftermarket racing and performance internal engine parts, components, and accessories.;False;False;False;False;Active;AV;;
PSA Group;groupe-psa.com/en;Paris;France;Automotive, Autonomous Vehicles, Manufacturing;Manufacturing, Transportation;PSA Group is a French multinational manufacturer of automobiles and motorcycles.;PSA Group is a French multinational manufacturer of automobiles and motorcycles. With its three world-renowned brands, Peugeot, DS and Citroën, Groupe PSA sold 3 million vehicles worldwide in 2015. As Europe’s second largest carmaker, it generated sales and revenue of €54 billion in 2015.;False;False;False;False;Closed;AV;;
PSC Motorsports;www.pscmotorsports.com;Fort Worth;United States;Autonomous Vehicles, Industrial Manufacturing, Machinery Manufacturing, Manufacturing;Manufacturing, Transportation;PSC manufactures performance power steering parts for street and track performance.;PSC Motorsports has been developing performance steering components for over 20 years and is an industry leader in steering pumps, gears, and expert advice. Also available are many race pulley kits for various applications.;False;False;False;False;Active;AV;;
Psc-Dalmacija;www.psc-dalmacija.hr;Split;Croatia;Automotive, Autonomous Vehicles;Transportation;PSC Dalmacija is an authorized Opel partner in Croatia (Split) for vehicle distribution, spare parts, and service.;PSC Dalmacija is an authorized Opel partner in Croatia (Split) for vehicle distribution, spare parts, and service.;False;False;False;False;Active;AV;;
PSí HUBÍK;www.psihubik.cz/en/;Tlumacov;Czech Republic;Autonomous Vehicles, Lifestyle, Manufacturing, Recreational Vehicles;Community and Lifestyle, Manufacturing, Transportation;PSí HUBÍK is a manufacturer of motorcycle clothing that offers production and development of racing tracks, suits, and clothing on rider.;PSí HUBÍK is a manufacturer of motorcycle clothing that offers production and development of racing tracks, suits, and clothing on rider.;False;False;False;False;Active;AV;;
PSI Superchargers;www.psisuperchargers.com/;Tempe;United States;Automotive, Autonomous Vehicles, Recreational Vehicles, Sales Automation;Information Technology, Sales and Marketing, Software, Transportation;PSI Superchargers is an automotive industry that provides supercharges, accessories, drive flangs, machine shop parts, and coating services.;PSI Superchargers is an automotive industry that provides supercharges, accessories, drive flangs, machine shop parts, and coating services.;False;False;False;False;Active;AV;;
Psionic;www.psionic.ai;Hampton;United States;Aerospace;Information Technology, Science and Engineering, Software, Transportation;Psionic is a technology company that develops lidar technology for autonomous space vehicles.;Psionic’s proprietary navigation and perception technology improves performance, safety, and precision in the most challenging environments on Earth and in Space. The company was founded in 2018 and is headquartered in Hampton, Virginia.;False;False;False;False;;CB;;
Pti Solutions;www.ptisolutions.net;Trois-rivières;Canada;Autonomous Vehicles, Logistics, Supply Chain Management;Transportation;Pti Solutions is a logistics and supply chain company located in Trois-Rivieres.;Pti Solutions is a logistics and supply chain company located in Trois-Rivieres.;False;False;False;False;Active;AV;;
PTV Group;www.ptvgroup.com;Karlsruhe;Germany;Logistics;Software, Transportation;PTV Group offers people, goods transport and software, data, content, consulting and research.;PTV Group plans and optimises everything that moves people and goods worldwide – be it transport routes, distribution structures or private and public transport. The company offers software, data, content, consulting and research. PTV solutions in transport logistics, traffic planning and traffic management help to achieve this, even in real time.;False;False;False;False;;Orsay;;
Pughs Plant Hire;pughsplanthire.com;Bromsgrove;United Kingdom;Automotive, Autonomous Vehicles, Hardware;Hardware, Transportation;Pughs Plant Hire is a reliable plant and machinery hire firm that offers repair services for all plants, power tools, and garden machinery.;Pughs Plant Hire is a reliable plant and machinery hire firm that offers repair services for all plants, power tools, and garden machinery.;False;False;False;False;Active;AV;;
Puleo's Auto Clinic;puleosauto.com/;Washington;United States;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Puleo's Auto Clinic is a car service center that provides car repair, maintenance, and testing services.;Puleo's Auto Clinic is an automobile service station. That services usually include a visual inspection and oil and filter change, the critical fluids in the engine such as anti-freeze, brake fluid, washer fluid, and steering fluid, are topped up. They provide services for preventive maintenance of motor vehicles as well as for repairs and overhauls.;False;False;False;False;Active;AV;;
PullAPart;www.pullapart.com/;Atlanta;United States;Automotive, Autonomous Vehicles, Retail;Commerce and Shopping, Transportation;Pull-A-Part is an auto parts market.;"Pull-A-Part is an auto parts market.Pull-A-Part is a family business serving the do-it-yourself, used auto parts market, by developing a unique operating system based on customer service and environmental responsibility, Pull-A-Part has transformed what was once thought of as ""the junkyard"" into a sustainable automotive recycling business.";False;False;False;False;Active;AV;;
Q Team;www.qteam.be/nl/;Belgium;United States;Automotive, Autonomous Vehicles;Transportation;Q Team is a car company that sells tyres.;Q Team is a car company that sells tyres.;False;False;False;False;Active;AV;;
Qibus;qibus.com;San Francisco;United States;Automotive, Autonomous Vehicles, Transportation;Transportation;Qibus’s remote driving fulfills the promise of driverless cars today.;Qibus’s remote driving fulfills the promise of driverless cars today.;False;False;False;False;Active;AV;;
QOOB;www.qoobers.com/;Barcelona;Spain;Autonomous Vehicles, Electric Vehicle, Sustainability, Transportation;Sustainability, Transportation;QOOB provides charging and parking solutions for micro-mobility vehicles to promote safe, sustainable, and efficient transportation.;QOOB engages in empowering micro mobility and empowering a new urban lifestyle through their charging and parking solutions for bikes and scooters. The company focuses on promoting an efficient, safe, and sustainable way of transportation along with enhancing faster, smarter, and greener cities.;False;False;False;False;Active;AV;;
QuadriBot;www.quadribot.biz/;Meudon;France;Automotive, Autonomous Vehicles, Electric Vehicle, Industrial Manufacturing, Manufacturing, Robotics;Hardware, Manufacturing, Science and Engineering, Software, Transportation;QuadriBot is an engineering company that specializes in the design and development of automation technology.;QuadriBot is an engineering company that specializes in the design and development of automation technology. QuadriBot was founded in 2014 and was headquartered in Meudon, France.;False;False;False;False;Active;AV;;
Qualcomm;www.qualcomm.com;San Diego;United States;Manufacturing;Hardware, Manufacturing, Mobile, Software;Qualcomm designs, manufactures, and markets digital wireless telecommunications products and services.;Qualcomm is an American fabless semiconductor company that designs, manufactures, and markets digital wireless telecommunications products and services. It produces processors and connectivity solutions, displays, software, and charging products. The company is focused on various industries: automotive, education, healthcare, Internet of Everything, mobile computing, networking, smart cities, smart homes, and wearables. Qualcomm’s products include Gobi, Hy-Fi, IPQ, IZat, Powerline, Snapdragon, Small Cells, VIVE, Wi-Fi platforms, Mirasol, Pixtronix, AllPlay, 2net, Brew, HealthyCircles, QChat, QLearn, RaptorQ, Vuforia, Halo, and WiPower.;False;False;False;False;;Orsay;;
Quality Collision Repair;qualitycollisionrepairnc.com;Winterville;United States;Autonomous Vehicles, Manufacturing, Mechanical Engineering;Manufacturing, Science and Engineering, Transportation;Quality Collision Repair provides auto glass installation, 4-wheel alignment, work on foreign, and domestic vehicle services.;Quality Collision Repair provides free computerized estimates, state of an art paint baking systems, filing of insurance claims, custom color matching, auto glass installation, and 4-wheel alignment services. They support painting on the vehicle for a factory finish. Two top-of-the-line frame machines with universal measuring systems ensure proper alignment of full frame and unitized bodies.;False;False;False;False;Active;AV;;
Quality Paint & Body;www.qpbonline.com/template.asp;Visalia;United States;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Quality Paint & Body provides services for automobile bodywork, paint, glass, and collision repair.;Quality Paint & Body provides services for automobile bodywork, paint, glass, and collision repair.;False;False;False;False;Active;AV;;
Quanergy Systems;quanergy.com;San Jose;United States;3D Technology, Autonomous Vehicles, Mapping Services, Navigation, Robotics;Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation;Quanergy develops 3D-LiDAR sensors and smart sensing solutions for safety and experience enhancement.;Quanergy Solutions, Inc. is a Silicon Valley-based technology company developing 3D-LiDAR sensors and smart sensing solutions. Quanergy’s mission is to enhance people’s experiences and safety by enabling a new generation of automation processes in the physical security, industrial automation, and smart spaces markets. Quanergy’s industry price/performance smart LiDAR solutions are deployed by nearly 400 customers and over 50 partners across the globe. It was founded in 2012 and is headquartered in San Jose, CA, USA.;False;False;False;False;Active;AV;;
Quantya SA;www.quantya.com/;Lugano;Switzerland;Autonomous Vehicles, Logistics, Product Design;Design, Transportation;Quantya SA is a Ticino (Switzerland) electric vehicle company.;Quantya SA is a Ticino (Switzerland) electric vehicle company.;False;False;False;False;Active;AV;;
Quattro Motors;www.quattromotors.com/;Redford;United States;Automotive, Autonomous Vehicles;Transportation;Quattro Motors offers quality used cars with warranties, extended warranties & the most competitive finance rates.;Quattro Motors offers quality used cars with warranties, extended warranties, and the most competitive finance rates in Redford, MI, and Farmington Hills, MI. Quattro Motors has the best selection of used cars in Redford and Farmington Hills, MI. We inspect and service every car before we put it on the lot and most cars have a minimum 12-month warranty. Our fine quality preowned cars are priced below book value and we have competitive finance rates. Quattro Motors has the most competitive used car finance rates in Redford MI, as well as the best selection of fine quality pre-owned cars. All vehicles pass a rigorous inspection and most come with a 1- or 2-year warranty. Quattro Motors – where you find the best selection of used cars, coupled with some of the most competitive used car finance rates and a minimum 12-month warranty on most vehicles. Now with locations in Redford and Farmington Hills.;False;False;False;False;Active;AV;;
Quuirk Chevrolet;www.quirkchevy.com;Braintree;United States;Automotive, Autonomous Vehicles;Transportation;Quuirk Chevrolet is a top Chevy dealer;Quirk Chevy in MA has proudly served Boston-area motorists for years by offering a wide variety of new and used Chevy vehicles for sale, as well as top-notch service and parts in a laid-back atmosphere that focuses on customer service;False;False;False;False;Active;AV;;
R I SURESKY & SONS;suresky.com;Goshen;United States;Automotive, Autonomous Vehicles, Retail;Commerce and Shopping, Transportation;R I SURESKY & SONS is comprehensive parts department houses all the fixings that do-it-themselves drivers require.;R I SURESKY & SONS is comprehensive parts department houses all the fixings that do-it-themselves drivers require.;False;False;False;False;Active;AV;;
R.E.Y. Engineers;www.reyengineers.com/;Folsom;United States;Building Material;Real Estate, Science and Engineering;R.E.Y. Engineers provide solutions for civil engineering and land surveying.;R.E.Y. Engineers delivers civil engineering and land surveying solutions. The firm is specialized in engineering, land planning, land surveying, mobile LiDAR, terrestrial LiDAR, bathymetric surveys, small and unmanned aerial systems.;False;False;False;False;;CB;;
rabbitAI;rabbitai.de/;Heidelberg;Germany;Automotive, Autonomous Vehicles, Computer Vision;Hardware, Software, Transportation;We provide ultra realistic edge cases and critical secenarios for computer vision tasks.;We provide ultra realistic edge cases and critical secenarios for computer vision tasks.;False;False;False;False;Active;AV;;
RAC;www.rac.co.uk;Bescot;United Kingdom;Automotive, Autonomous Vehicles, Financial Services, Human Resources, Marketing;Administrative Services, Financial Services, Sales and Marketing, Transportation;RAC has been consistently at the forefront of developing motoring services.;RAC offers a vehicle and breakdown service that is available 24 hours a day, 365 days a year through a nationwide, branded patrol force of approximately 1500, focusing on vehicle repair and recovery. RAC also provides motor insurance broking services and offers a suite of legal and motoring services including an online shop and RAC Cars, a used-car sales channel.;False;False;False;False;Active;AV;;
Race Car Dynamics;www.racecardynamics.com;Prescott Valley;United States;Automotive, Autonomous Vehicles, Recreational Vehicles;Transportation;Race Car Dynamics is an automotive company that specializes in auto parts, suspension, shocks, classics services, and accessories.;Race Car Dynamics is an automotive company that specializes in auto parts, suspension, shocks, classics services, and accessories.;False;False;False;False;Active;AV;;
Raiz Media;raiznewmedia.com;Madrid;Spain;Animation;Content and Publishing, Media and Entertainment, Video;Raiz offers digitization and content production using photogrammetry, LiDAR, VFX, 2D, and 3D animation.;Raiz offers digitization and content production using photogrammetry, LiDAR, VFX, 2D, and 3D animation.;False;False;False;False;;CB;;
Rameder;www.kupplung.de/;Munschwitz;Germany;Automotive, Autonomous Vehicles, Sales, Wholesale;Commerce and Shopping, Sales and Marketing, Transportation;Rameder is a wholesale distributor of automotive carrier products along with installation services for shops and garages and shops.;Rameder is a wholesale distributor of automotive carrier products along with installation services for shops and garages and shops.;False;False;False;False;Active;AV;;
Ramsperger Automobile;www.ramsperger-automobile.de/;Kirchheim;Germany;Automotive, Autonomous Vehicles, Industrial Automation, Manufacturing, Retail, Transportation;Commerce and Shopping, Manufacturing, Science and Engineering, Transportation;Ramsperger Automobile retails new and used vehicles, motorcycles, auto parts along with test drive, mobility, and maintenance services.;Ramsperger Automobile retails new and used vehicles, motorcycles, auto parts along with test drive, mobility, and maintenance services.;False;False;False;False;Active;AV;;
Rapid Electric Vehicles;www.rapidelectricvehicles.com;Vancouver;Canada;Automotive, Autonomous Vehicles, Manufacturing;Manufacturing, Transportation;Rapid Electric Vehicles is a company that specializes in electrification solutions.;Rapid Electric Vehicles is a designer and manufacturer of zero-emission, all-electric vehicles.;False;False;False;False;Active;AV;;
Rare Parts;rareparts.com;Stockton;United States;Automotive, Autonomous Vehicles, Manufacturing, Sales Automation;Information Technology, Manufacturing, Sales and Marketing, Software, Transportation;Rare Parts is an auto parts store that specializes in manufacturing steering, suspension, and custom parts for cars or 4x4 trucks.;Rare Parts is an auto parts store that specializes in manufacturing steering, suspension, and custom parts for cars or 4x4 trucks.;False;False;False;False;Active;AV;;
Ravati Aerospace;ravatiaerospace.com;Norcross;United States;Aerospace, Air Transportation, Automotive, Autonomous Vehicles, Drone Management, Drones, Last Mile Transportation, Logistics, Robotics, Transportation;Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation;Ravati Aerospace is an aerospace corporation located in Atlanta, GA committed to developing innovative aerospace technologies for the future;Our flagship product is a modern UAV design using existing aerodynamic and mechanical design. Currently the UAV industry has attempted to use current technologies and apply them to a new problem. However, what should and needs to be done is use current technology in a new and innovative fashion. We're using modern methodology and technique to view the box from a different perspective without breaking principles. Our technology implies high factors of improvement in the areas of range, and maneuverability while combining the advantages of fixed wing and rotary wing flight dynamics without the negative effects of each. The true engineering is putting all the components together not simply to make a UAV but a robotic aerial vehicle that will usher us into a new frontier of possibility and infrastructure.;False;False;False;False;Active;AV;;
Raymetrics;www.raymetrics.com/;Athens;Greece;Industrial Engineering;Hardware, Manufacturing, Science and Engineering;Raymetrics is an Atmospheric LIDAR company;Raymetrics is a manufacturer of advanced Raman and backscatter lidar systems for atmospheric analysis. Applications for our products vary from aerosol monitoring, to volcanic ash detection, to pollution tracking, to remote visibility measurement.;False;False;False;False;;CB;;
Reach Subsea;reachsubsea.no;Haugesund;Norway;Autonomous Vehicles, Marine Technology, Marine Transportation;Science and Engineering, Transportation;Reach Subsea is a data and subsea service provider for ocean-based industries.;Reach Subsea is a data and subsea service provider for ocean-based industries.;False;False;False;False;Active;AV;;
Reach Tire & Auto;www.reachtire.ca;Kelowna;Canada;Automotive, Autonomous Vehicles, Retail;Commerce and Shopping, Transportation;Reach Tire & Auto provides tires, rims, and automotive services.;Reach Tire & Auto provides tires, rims, and automotive services.;False;False;False;False;Active;AV;;
RECARO Automotive;www.recaro-automotive.com;Clinton Township;United States;Automotive, Autonomous Vehicles, Manufacturing, Mobile, Motorsports;Manufacturing, Mobile, Sports, Transportation;RECARO Automotive is a manufacturer of mobile seating solutions for OEM, motorsport, commercial vehicle seats, and child safety sector.;RECARO Automotive is a manufacturer of mobile seating solutions for OEM, motorsport, commercial vehicle seats, and the child safety sector. The company also produces performance seats, ergonomic seats, and special applications for car manufacturing companies. RECARO Automotive was founded in 1906 and is based in Clinton Township, MI.;False;False;False;False;Active;AV;;
Rechenraum e.U.;www.rechenraum.com;Vienna;Austria;3D Technology;Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software;Rechenraum e.U. efficient yet robust 3D software to process, analyze and model 3D data and create unique solutions for businesses.;"Rechenraum ""We develop efficient yet robust 3D CAD/CAM software for 3D geometry processing, 3D data analysis, and modeling. In dental technology, we develop highly accurate CAD modules and virtual functional analyses incorporating 3D matching for collision-free maximum intercuspation. In industrial technologies we serve the entire digital process in CAD/CAM production - from parametric design to raw part matching and quality control. In sensor technology our algorithms process and analyze data from any 3D scanner such as LiDAR, structured light, stereo cameras, etc. With a strong background in geometry and mathematics, our algorithmic solutions are based on cutting edge technology emerging from our research with partners from industry and academia.""";False;False;False;False;;CB;;
Reckon Point;reckonpoint.com/;San Antonio;United States;3D Technology;Data and Analytics, Financial Services, Hardware, Information Technology, Navigation and Mapping, Professional Services, Science and Engineering, Software;Reckon Point develops indoor navigation & wayfinding solutions, while specializing in 3D LiDAR Survey Scanning.;Reckon Point is developing a new technology for indoor positioning utilizing Wi-Fi and geo-magnetic signals to create fingerprint databases for precision indoor positioning.;False;False;False;False;;CB;;
Recogni;recogni.com/;San Jose;United States;Artificial Intelligence (AI), Autonomous Vehicles, Semiconductor, Software;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation;System solutions company that specializes in the design of high-performance, low-power inference processors for AI;To be one of the leading providers of AI processing with purpose-built architectures achieving the highest performance, lowest power and best value;False;False;False;False;Active;AV;;
RecStuff.com;recstuff.com/;Jackson;United States;Automotive, Autonomous Vehicles, E-Commerce;Commerce and Shopping, Transportation;RecStuff.com provides trailer components such as tires, wheels, fenders and other automotive accessories.;RecStuff.com provides trailer components such as tires, wheels, fenders and other automotive accessories.;False;False;False;False;Active;AV;;
Red Autocentres;redautocentres.co.uk/;Dunstable;United Kingdom;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Red Autocentres is a provider of automotive diagnostics, calibration and programming services for the collision and mechanical markets;Red Autocentres is a provider of automotive diagnostics, calibration and programming services for the collision and mechanical markets;False;False;False;False;Active;AV;;
Red Leader;www.redleadertech.com/;Palo Alto;United States;3D Technology;Hardware, Navigation and Mapping, Software;Red Leader is a hardware and software company building HD software-defined lidar systems for 3D mapping.;Red Leader Technologies is a hardware and software company building HD software-defined lidar systems for 3D mapping. The company was founded in 2018 and is based in Palo Alto, California, United States.;False;False;False;False;;Orsay;;
Redline Motorsports;www.redline-motorsports.net/;Pompano Beach;United States;Autonomous Vehicles, Industrial Automation, Manufacturing, Motorsports, Transportation;Manufacturing, Science and Engineering, Sports, Transportation;Redline Motorsports specializes in customization, fabrication & performance development of automotive vehicle engines for GM vehicles.;Redline Motorsports specializes in customization, fabrication & performance development of automotive vehicle engines for GM vehicles.;False;False;False;False;Active;AV;;
RedTail LiDAR Systems;www.redtaillidar.com/;Fairmont;United States;—;—;RedTail LiDAR Systems;RedTail LiDAR Systems;False;False;False;False;;CB;;
Reggio Diesel;www.reggiodiesel.it/;Reggio Nell Emilia;Italy;Automotive, Autonomous Vehicles, Commercial, Electric Vehicle;Other, Transportation;Reggio Diesel is an automotive company that specializes in auto repairs, spare parts, mobile workshops, electronic vehicles, and trailers.;Reggio Diesel is an automotive company that specializes in auto repairs, spare parts, mobile workshops, electronic vehicles, and trailers.;False;False;False;False;Active;AV;;
Remcom;www.remcom.com;State College;United States;Information Technology;Design, Information Technology, Software;Remcom provides electromagnetic simulation and site-specific radio propagation software.;Remcom has been a leading provider of electromagnetic simulation software for over 20 years. Their versatile tools and agile structure have made Remcom a trusted partner to EM professionals in diverse markets around the world.;False;False;False;False;;Orsay;;
REMEKE'S GARAGE;www.remkesgarage.com;Marengo;United States;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Remke's Garage is an auto repair firm that provide automotive, fleet service, hydraulic cylinders, and sprinter repair and related services.;Remke's Garage quickly grew into the largest facility in McHenry County. As our customer base grew, so did their requests for additional servicesand providing the highest quality of workmanship on each and every automotive repair..;False;False;False;False;Active;AV;;
Renault UK;www.renault.co.uk/;Rickmansworth;United Kingdom;Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing;Manufacturing, Transportation;Renault UK is an automobile manufacturer that manufactures and supplies cars.;Renault UK is an automobile manufacturer that manufactures and supplies cars.;False;False;False;False;Active;AV;;
Rennscot;rennscot.com;Woburn;United States;Autonomous Vehicles, Manufacturing, Product Design;Design, Manufacturing, Transportation;Rennscot is a manufacturer and seller of automotive parts.;Rennscot offers rspro harness collars, rennscot remote reservoir mounts, rennscot trucker hat, rennscot sweatshirt, rennscot beanie, rennscot mclaren phone mount, and rennscot bottle opener. They also offer rennscot mclaren fire extinguisher mounts and rennscot remote reservoir mounts.;False;False;False;False;Active;AV;;
Reno Tahoe Rental Car;www.RenoTahoeRentalCar.com;Reno;United States;Automotive, Autonomous Vehicles, Rental;Commerce and Shopping, Transportation;Reno Tahoe Rental Car operates in the rental car market and offers luxury cars on rent services.;Reno Tahoe Rental Car operates in the rental car market and offers luxury cars on rent services.;False;False;False;False;Active;AV;;
Res-Q-Jack;res-q-jack.com/;Elmira;United States;Autonomous Vehicles, Industrial, Mechanical Engineering;Manufacturing, Science and Engineering, Transportation;Res-Q-Jack offers the most versatile stabilization and lifting struts available in the market.;Res-Q-Jack gives you the flexibility you need to stabilize and lift your vehicle, offering the best vehicle stabilization and lifting systems available. They offer both pin-operated and pin-free struts, each with a 2:1 safety factor, ranging from light duty to heavy duty. Regardless of your requirements or budget, Res-Q-Jack® has the right tool for the job. With free training included with every kit, they ensure you get the most out of their tools.;False;False;False;False;Active;AV;;
Rev Parts Management Software;revpartsmanagement.com;Coralville;United States;Autonomous Vehicles, Manufacturing, Software;Manufacturing, Software, Transportation;Rev Parts Management Software provides tools and support for every level of business to grow and increase efficiency.;Rev Parts Management Software provides tools and support for every level of business to grow and increase efficiency. It was founded in 2019.;False;False;False;False;Active;AV;;
Revology Cars;revologycars.com;Orlando;United States;Automotive, Autonomous Vehicles, Commercial;Other, Transportation;Revology Cars is a car reproduction company that redesigns car models.;Revology Cars is a car reproduction company that redesigns car models. It offers re-engineered reproductions of luxury cars to help car owners modify their existing vehicles and make them comfortable, efficient, safer, and easier to drive.;False;False;False;False;Active;AV;;
Rexburg Motor Sports;www.rexburgmotorsports.com;Rexburg;United States;Autonomous Vehicles, Marketing, Motorsports, Retail;Commerce and Shopping, Sales and Marketing, Sports, Transportation;Rexburg Motor Sports offers dealership dealers for automobile companies.;Rexburg Motor Sports is one of the only websites to offer such a large selection of OEM parts. Offers parts for all four major snowmobile brands and all eight major OEM Brands. How To video and instructions on How To repair motorcycles, snowmobiles and ATV's.;False;False;False;False;Active;AV;;
RH Bodyworks;www.rhbodyworks.co.uk/;Eye;United Kingdom;Automotive, Autonomous Vehicles, Commercial;Other, Transportation;R H Bodyworks are one of the largest Car & Commercial vehicle paint and accident repair facilities in the UK.;R H Bodyworks are one of the largest Car & Commercial vehicle paint and accident repair facilities in the UK.;False;False;False;False;Active;AV;;
Rheem Valley Automotive;rheemauto.com;Moraga;United States;Automotive, Autonomous Vehicles, Mechanical Engineering;Science and Engineering, Transportation;Rheem Valley Automotive is an auto repair and maintenance shop.;Rheem Valley Automotive is an auto repair and maintenance shop.;False;False;False;False;Active;AV;;
Rhoman Aerospace;www.rhoman.aero/;Los Angeles;United States;Aerospace, Autonomous Vehicles, Robotics, Software;Hardware, Science and Engineering, Software, Transportation;Rhoman creates vision-autonomy systems for Air Force, defense, and commercial customers that enable GPS-Denied operations and BVLOS flight.;Rhoman Aerospace is developing one flight control software solution that applies to every drone. Our solution allows more energy-efficient flight, enables capabilities and missions not possible with current control systems, and reduces months of custom engineering and tuning to days.;False;False;False;False;Active;AV;;
Rhonda Software;rhondasoftware.com;Chicago;United States;Automotive, Autonomous Vehicles, Computer Vision, Drones, Embedded Systems, Hardware, Manufacturing, Robotics, Sensor, Software;Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software, Transportation;High quality camera software and hardware development services;Rhonda Software is a camera design house with 25 years of experience in embedded development. Experts in Still & Video processing, Connected devices, Computer Vision, Cloud based services, Mobile applications and more. Rhonda provides customers with turnkey camera solutions and services in Image Quality tuning, Electronic Engineering, Mechanical Engineering, Radio Frequency design and Manufacturing support.;False;False;False;False;Active;AV;;
Ribbit;www.flyribbit.com/;Toronto;Canada;Aerospace, Autonomous Vehicles, Logistics, Robotics, Transportation;Hardware, Science and Engineering, Software, Transportation;Cargo airline that uses self-flying planes to help businesses improve service levels and reach new markets;Ribbit's platform makes starting, managing, and operating a pilotless airline easy. Our belief is that everyone should have the freedom to improve their own lives—giving everyone access to good transportation is how we make that dream a reality.;False;False;False;False;Active;AV;;
